Id,inv_no,Date,acct,ship_no,charge_type,Amount,ccy,tax,Status
IL904037,INV-52873,2025-03-12,P-1189,SH103516,BASE,565.00,GBP,113.00,PAID
IL904038,INV-52873,2025-03-12,P-1189,SH103516,ACCESSORIAL,54.03,GBP,10.81,PAID
IL904039,INV-52874,2026-02-20,P-1101,SH103517,BASE,278.97,GBP,55.79,PAID
IL904040,INV-52875,2025-01-23,P-1030,SH103518,BASE,96.35,GBP,19.27,PAID
IL904041,INV-52876,2025-05-19,P-1166,SH103519,BASE,565.56,GBP,113.11,OPEN
IL904042,INV-52877,2025-10-05,P-1080,SH103520,BASE,150.09,GBP,30.02,PAID
IL904043,INV-52878,2026-01-15,P-1235,SH103521,BASE,856.34,GBP,171.27,CREDITED
IL904044,INV-52878,2026-01-15,P-1235,SH103521,FUEL,94.53,GBP,18.91,CREDITED
IL904045,INV-52879,2026-02-16,P-1228,SH103522,BASE,401.99,GBP,80.40,OPEN
IL904046,INV-52880,2025-08-12,P-1052,SH103524,BASE,172.61,EUR,34.52,CREDITED
IL904047,INV-52880,2025-08-12,P-1052,SH103524,FUEL,15.19,EUR,3.04,CREDITED
IL904048,INV-52881,2025-05-29,P-1154,SH103525,BASE,78.46,GBP,15.69,PAID
IL904049,INV-52882,2025-05-28,P-1067,SH103528,BASE,168.12,GBP,33.62,CREDITED
IL904050,INV-52883,2026-05-14,P-1122,SH103529,BASE,371.42,EUR,74.28,OPEN
IL904051,INV-52883,2026-05-14,P-1122,SH103529,FUEL,47.20,EUR,9.44,OPEN
IL904052,INV-52884,2025-06-13,P-1102,SH103530,BASE,216.15,GBP,43.23,PAID
IL904053,INV-52884,2025-06-13,P-1102,SH103530,FUEL,21.59,GBP,4.32,PAID
IL904054,INV-52885,2025-09-23,P-1232,SH103532,BASE,237.28,GBP,47.46,CREDITED
IL904055,INV-52885,2025-09-23,P-1232,SH103532,FUEL,27.47,GBP,5.49,CREDITED
IL904056,INV-52886,2025-07-01,P-1069,SH103534,BASE,413.78,GBP,82.76,OPEN
IL904057,INV-52887,2026-04-12,P-1233,SH103535,BASE,64.87,EUR,12.97,PAID
IL904058,INV-52888,2026-05-26,P-1151,SH103537,BASE,269.94,EUR,53.99,VOID
IL904059,INV-52888,2026-05-26,P-1151,SH103537,FUEL,28.04,EUR,5.61,VOID
IL904060,INV-52889,2025-10-18,P-1037,SH103538,BASE,576.58,GBP,115.32,PAID
IL904061,INV-52890,2025-05-30,P-1008,SH103541,BASE,143.20,GBP,28.64,PAID
IL904062,INV-52890,2025-05-30,P-1008,SH103541,ACCESSORIAL,43.14,GBP,8.63,PAID
IL904063,INV-52891,2026-05-14,P-1012,SH103542,BASE,338.73,GBP,67.75,PAID
IL904064,INV-52892,2025-02-24,P-1178,SH103543,BASE,190.67,GBP,38.13,OPEN
IL904065,INV-52893,2025-01-11,P-1121,SH103544,BASE,534.09,GBP,106.82,PAID
IL904066,INV-52893,2025-01-11,P-1121,SH103544,ACCESSORIAL,58.23,GBP,11.65,PAID
IL904067,INV-52894,2026-03-02,P-1168,SH103546,BASE,231.95,GBP,46.39,OPEN
IL904068,INV-52895,2026-02-08,P-1161,SH103547,BASE,102.06,GBP,20.41,PAID
IL904069,INV-52895,2026-02-08,P-1161,SH103547,FUEL,11.07,GBP,2.21,PAID
IL904070,INV-52896,2025-05-29,P-1080,SH103548,BASE,531.17,EUR,106.23,OPEN
IL904071,INV-52896,2025-05-29,P-1080,SH103548,FUEL,45.28,EUR,9.06,OPEN
IL904072,INV-52897,2026-01-26,P-1036,SH103549,BASE,352.58,GBP,70.52,PAID
IL904073,INV-52898,2026-02-07,P-1187,SH103550,BASE,270.65,GBP,54.13,OPEN
IL904074,INV-52899,2025-03-28,P-1111,SH103551,BASE,315.07,GBP,63.01,PAID
IL904075,INV-52900,2025-06-21,P-1052,SH103552,BASE,208.31,GBP,41.66,OPEN
IL904076,INV-52900,2025-06-21,P-1052,SH103552,FUEL,15.90,GBP,3.18,OPEN
IL904077,INV-52901,2026-02-20,P-1008,SH103553,BASE,60.40,GBP,12.08,PAID
IL904078,INV-52901,2026-02-20,P-1008,SH103553,FUEL,7.50,GBP,1.50,PAID
IL904079,INV-52902,2025-04-05,P-1161,SH103554,BASE,614.68,GBP,122.94,PAID
IL904080,INV-52903,2025-09-10,P-1002,SH103555,BASE,257.88,GBP,51.58,PAID
IL904081,INV-52904,2026-03-10,P-1219,SH103556,BASE,111.98,GBP,22.40,PAID
IL904082,INV-52904,2026-03-10,P-1219,SH103556,FUEL,9.00,GBP,1.80,PAID
IL904083,INV-52905,2025-12-21,P-1095,SH103557,BASE,147.78,GBP,29.56,VOID
IL904084,INV-52905,2025-12-21,P-1095,SH103557,FUEL,12.56,GBP,2.51,VOID
IL904085,INV-52906,2025-09-28,P-1224,SH103558,BASE,602.98,GBP,120.60,OPEN
IL904086,INV-52907,2025-04-21,P-1146,SH103559,BASE,431.08,GBP,86.22,OPEN
IL904087,INV-52908,2025-12-17,P-1021,SH103560,BASE,88.83,GBP,17.77,PAID
IL904088,INV-52909,2026-04-19,P-1091,SH103561,BASE,562.30,GBP,112.46,PAID
IL904089,INV-52910,2025-03-26,P-1176,SH103563,BASE,39.56,GBP,7.91,OPEN
IL904090,INV-52910,2025-03-26,P-1176,SH103563,FUEL,4.13,GBP,0.83,OPEN
IL904091,INV-52911,2026-01-20,P-1022,SH103565,BASE,198.06,GBP,39.61,PAID
IL904092,INV-52912,2026-02-05,P-1082,SH103567,BASE,456.80,GBP,91.36,PAID
IL904093,INV-52913,2026-04-02,P-1174,SH103568,BASE,163.34,GBP,32.67,OPEN
IL904094,INV-52913,2026-04-02,P-1174,SH103568,ACCESSORIAL,14.26,GBP,2.85,OPEN
IL904095,INV-52914,2025-01-13,P-1093,SH103569,BASE,204.86,GBP,40.97,PAID
IL904096,INV-52914,2025-01-13,P-1093,SH103569,FUEL,28.62,GBP,5.72,PAID
IL904097,INV-52915,2026-01-24,P-1120,SH103570,BASE,230.72,GBP,46.14,OPEN
IL904098,INV-52916,2026-01-15,P-1082,SH103571,BASE,93.26,GBP,18.65,OPEN
IL904099,INV-52916,2026-01-15,P-1082,SH103571,ACCESSORIAL,30.75,GBP,6.15,OPEN
IL904100,INV-52917,2026-05-15,P-1170,SH103572,BASE,102.27,GBP,20.45,CREDITED
IL904101,INV-52917,2026-05-15,P-1170,SH103572,FUEL,6.50,GBP,1.30,CREDITED
IL904102,INV-52918,2025-12-19,P-1185,SH103573,BASE,465.74,GBP,93.15,PAID
IL904103,INV-52918,2025-12-19,P-1185,SH103573,ACCESSORIAL,51.16,GBP,10.23,PAID
IL904104,INV-52919,2026-02-02,P-1078,SH103575,BASE,97.26,GBP,19.45,OPEN
IL904105,INV-52919,2026-02-02,P-1078,SH103575,FUEL,9.81,GBP,1.96,OPEN
IL904106,INV-52920,2026-04-17,P-1052,SH103576,BASE,526.90,GBP,105.38,OPEN
IL904107,INV-52921,2026-01-20,P-1005,SH103577,BASE,413.49,GBP,82.70,VOID
IL904108,INV-52922,2025-06-24,P-1154,SH103578,BASE,242.72,GBP,48.54,OPEN
IL904109,INV-52923,2025-12-13,P-1159,SH103580,BASE,526.56,GBP,105.31,PAID
IL904110,INV-52924,2026-04-28,P-1124,SH103581,BASE,181.17,EUR,36.23,PAID
IL904111,INV-52924,2026-04-28,P-1124,SH103581,ACCESSORIAL,32.07,EUR,6.41,PAID
IL904112,INV-52925,2025-06-11,P-1181,SH103583,BASE,139.49,GBP,27.90,PAID
IL904113,INV-52925,2025-06-11,P-1181,SH103583,FUEL,10.73,GBP,2.15,PAID
IL904114,INV-52926,2026-01-01,P-1239,SH103584,BASE,225.95,GBP,45.19,VOID
IL904115,INV-52926,2026-01-01,P-1239,SH103584,FUEL,23.63,GBP,4.73,VOID
IL904116,INV-52927,2025-02-16,P-1229,SH103585,BASE,150.92,GBP,30.18,OPEN
IL904117,INV-52928,2025-01-12,P-1193,SH103586,BASE,102.33,GBP,20.47,PAID
IL904118,INV-52929,2025-12-15,P-1178,SH103588,BASE,431.35,GBP,86.27,PAID
IL904119,INV-52929,2025-12-15,P-1178,SH103588,FUEL,52.22,GBP,10.44,PAID
IL904120,INV-52930,2026-05-05,P-1126,SH103589,BASE,125.65,GBP,25.13,PAID
IL904121,INV-52930,2026-05-05,P-1126,SH103589,FUEL,9.91,GBP,1.98,PAID
IL904122,INV-52931,2025-08-02,P-1110,SH103590,BASE,467.93,GBP,93.59,PAID
IL904123,INV-52932,2026-03-08,P-1157,SH103591,BASE,576.82,GBP,115.36,OPEN
IL904124,INV-52933,2025-08-12,P-1143,SH103592,BASE,508.42,GBP,101.68,PAID
IL904125,INV-52933,2025-08-12,P-1143,SH103592,FUEL,50.14,GBP,10.03,PAID
IL904126,INV-52934,2026-03-21,P-1031,SH103593,BASE,433.19,GBP,86.64,PAID
IL904127,INV-52934,2026-03-21,P-1031,SH103593,FUEL,58.10,GBP,11.62,PAID
IL904128,INV-52935,2025-06-25,P-1141,SH103594,BASE,213.46,GBP,42.69,PAID
IL904129,INV-52936,2025-02-14,P-1211,SH103595,BASE,353.90,GBP,70.78,PAID
IL904130,INV-52937,2025-10-02,P-1107,SH103596,BASE,136.39,GBP,27.28,PAID
IL904131,INV-52938,2025-04-03,P-1212,SH103597,BASE,290.52,GBP,58.10,PAID
IL904132,INV-52939,2025-03-24,P-1204,SH103599,BASE,286.57,GBP,57.31,PAID
IL904133,INV-52940,2026-01-15,P-1065,SH103600,BASE,201.14,GBP,40.23,PAID
IL904134,INV-52941,2025-04-06,P-1179,SH103601,BASE,1169.85,GBP,233.97,PAID
IL904135,INV-52942,2025-05-11,P-1115,SH103602,BASE,109.70,EUR,21.94,PAID
IL904136,INV-52943,2025-05-18,P-1008,SH103603,BASE,917.81,GBP,183.56,PAID
IL904137,INV-52944,2025-03-26,P-1060,SH103604,BASE,244.35,GBP,48.87,PAID
IL904138,INV-52944,2025-03-26,P-1060,SH103604,FUEL,24.17,GBP,4.83,PAID
IL904139,INV-52945,2026-04-28,P-1153,SH103605,BASE,46.30,GBP,9.26,OPEN
IL904140,INV-52945,2026-04-28,P-1153,SH103605,FUEL,3.06,GBP,0.61,OPEN
IL904141,INV-52946,2025-09-23,P-1132,SH103606,BASE,306.79,GBP,61.36,PAID
IL904142,INV-52947,2025-01-28,P-1150,SH103607,BASE,160.20,GBP,32.04,PAID
IL904143,INV-52948,2026-04-19,P-1142,SH103608,BASE,650.02,GBP,130.00,VOID
IL904144,INV-52949,2025-03-19,P-1098,SH103609,BASE,220.15,GBP,44.03,OPEN
IL904145,INV-52949,2025-03-19,P-1098,SH103609,FUEL,27.15,GBP,5.43,OPEN
IL904146,INV-52950,2025-10-11,P-1176,SH103610,BASE,78.40,GBP,15.68,CREDITED
IL904147,INV-52951,2025-09-16,P-1160,SH103611,BASE,164.08,GBP,32.82,PAID
IL904148,INV-52952,2026-03-03,P-1001,SH103613,BASE,550.89,GBP,110.18,CREDITED
IL904149,INV-52953,2025-07-08,P-1129,SH103614,BASE,522.58,EUR,104.52,PAID
IL904150,INV-52954,2025-12-04,P-1148,SH103615,BASE,166.09,GBP,33.22,PAID
IL904151,INV-52954,2025-12-04,P-1148,SH103615,FUEL,16.78,GBP,3.36,PAID
IL904152,INV-52955,2025-05-11,P-1153,SH103618,BASE,421.39,GBP,84.28,PAID
IL904153,INV-52956,2025-09-30,P-1013,SH103619,BASE,52.26,GBP,10.45,PAID
IL904154,INV-52957,2026-02-14,P-1071,SH103621,BASE,300.51,GBP,60.10,OPEN
IL904155,INV-52957,2026-02-14,P-1071,SH103621,FUEL,20.21,GBP,4.04,OPEN
IL904156,INV-52958,2026-01-15,P-1177,SH103622,BASE,34.85,EUR,6.97,PAID
IL904157,INV-52959,2025-09-19,P-1165,SH103623,BASE,516.53,EUR,103.31,OPEN
IL904158,INV-52960,2026-02-14,P-1162,SH103624,BASE,166.72,GBP,33.34,CREDITED
IL904159,INV-52961,2025-02-10,P-1023,SH103625,BASE,556.79,GBP,111.36,PAID
IL904160,INV-52962,2025-08-18,P-1114,SH103626,BASE,472.93,GBP,94.59,OPEN
IL904161,INV-52963,2025-03-01,P-1163,SH103627,BASE,102.28,GBP,20.46,CREDITED
IL904162,INV-52964,2025-12-29,P-1171,SH103628,BASE,630.31,GBP,126.06,PAID
IL904163,INV-52965,2026-02-15,P-1072,SH103629,BASE,356.13,GBP,71.23,PAID
IL904164,INV-52966,2025-06-26,P-1077,SH103630,BASE,385.57,GBP,77.11,PAID
IL904165,INV-52966,2025-06-26,P-1077,SH103630,FUEL,44.92,GBP,8.98,PAID
IL904166,INV-52967,2025-04-28,P-1154,SH103631,BASE,632.58,GBP,126.52,CREDITED
IL904167,INV-52967,2025-04-28,P-1154,SH103631,FUEL,53.93,GBP,10.79,CREDITED
IL904168,INV-52968,2025-09-09,P-1069,SH103634,BASE,55.88,GBP,11.18,PAID
IL904169,INV-52968,2025-09-09,P-1069,SH103634,ACCESSORIAL,33.14,GBP,6.63,PAID
IL904170,INV-52969,2025-09-30,P-1124,SH103635,BASE,457.58,GBP,91.52,PAID
IL904171,INV-52970,2025-01-18,P-1052,SH103636,BASE,310.31,GBP,62.06,PAID
IL904172,INV-52971,2025-02-05,P-1213,SH103637,BASE,164.00,GBP,32.80,PAID
IL904173,INV-52972,2026-01-01,P-1118,SH103638,BASE,312.09,GBP,62.42,PAID
IL904174,INV-52973,2025-08-27,P-1134,SH103639,BASE,377.35,GBP,75.47,PAID
IL904175,INV-52974,2026-04-29,P-1208,SH103641,BASE,200.52,GBP,40.10,PAID
IL904176,INV-52975,2025-11-23,P-1168,SH103642,BASE,231.27,EUR,46.25,PAID
IL904177,INV-52975,2025-11-23,P-1168,SH103642,FUEL,19.24,EUR,3.85,PAID
IL904178,INV-52976,2025-10-08,P-1138,SH103643,BASE,93.71,GBP,18.74,OPEN
IL904179,INV-52977,2025-06-06,P-1125,SH103644,BASE,172.64,GBP,34.53,PAID
IL904180,INV-52978,2025-12-26,P-1177,SH103645,BASE,351.21,GBP,70.24,PAID
IL904181,INV-52978,2025-12-26,P-1177,SH103645,FUEL,38.71,GBP,7.74,PAID
IL904182,INV-52978,2025-12-26,P-1177,SH103645,ACCESSORIAL,35.47,GBP,7.09,PAID
IL904183,INV-52979,2025-09-03,P-1066,SH103648,BASE,142.96,GBP,28.59,PAID
IL904184,INV-52979,2025-09-03,P-1066,SH103648,ACCESSORIAL,33.94,GBP,6.79,PAID
IL904185,INV-52980,2025-08-26,P-1041,SH103649,BASE,554.04,GBP,110.81,OPEN
IL904186,INV-52980,2025-08-26,P-1041,SH103649,FUEL,75.82,GBP,15.16,OPEN
IL904187,INV-52981,2025-04-27,P-1240,SH103650,BASE,989.67,EUR,197.93,PAID
IL904188,INV-52981,2025-04-27,P-1240,SH103650,ACCESSORIAL,12.39,EUR,2.48,PAID
IL904189,INV-52982,2026-03-06,P-1162,SH103651,BASE,118.45,GBP,23.69,PAID
IL904190,INV-52983,2026-01-10,P-1029,SH103652,BASE,356.01,GBP,71.20,PAID
IL904191,INV-52984,2025-01-10,P-1025,SH103653,BASE,509.55,EUR,101.91,PAID
IL904192,INV-52984,2025-01-10,P-1025,SH103653,FUEL,61.70,EUR,12.34,PAID
IL904193,INV-52985,2025-07-22,P-1173,SH103654,BASE,220.01,GBP,44.00,PAID
IL904194,INV-52985,2025-07-22,P-1173,SH103654,FUEL,27.90,GBP,5.58,PAID
IL904195,INV-52986,2026-01-15,P-1003,SH103655,BASE,82.76,GBP,16.55,PAID
IL904196,INV-52987,2026-05-23,P-1198,SH103657,BASE,126.53,GBP,25.31,PAID
IL904197,INV-52988,2025-07-11,P-1103,SH103658,BASE,106.64,GBP,21.33,PAID
IL904198,INV-52988,2025-07-11,P-1103,SH103658,FUEL,7.85,GBP,1.57,PAID
IL904199,INV-52989,2026-02-26,P-1115,SH103659,BASE,452.35,EUR,90.47,PAID
IL904200,INV-52990,2025-07-13,P-1229,SH103660,BASE,544.64,GBP,108.93,PAID
IL904201,INV-52990,2025-07-13,P-1229,SH103660,FUEL,38.34,GBP,7.67,PAID
IL904202,INV-52991,2026-04-25,P-1120,SH103661,BASE,333.63,GBP,66.73,OPEN
IL904203,INV-52992,2025-11-20,P-1199,SH103662,BASE,495.72,GBP,99.14,VOID
IL904204,INV-52993,2025-09-13,P-1217,SH103663,BASE,89.73,GBP,17.95,PAID
IL904205,INV-52993,2025-09-13,P-1217,SH103663,FUEL,10.44,GBP,2.09,PAID
IL904206,INV-52994,2026-01-27,P-1117,SH103664,BASE,419.18,GBP,83.84,PAID
IL904207,INV-52995,2025-12-27,P-1019,SH103665,BASE,520.27,GBP,104.05,PAID
IL904208,INV-52996,2025-08-30,P-1162,SH103666,BASE,204.59,GBP,40.92,PAID
IL904209,INV-52996,2025-08-30,P-1162,SH103666,FUEL,16.47,GBP,3.29,PAID
IL904210,INV-52997,2025-10-16,P-1068,SH103668,BASE,264.22,GBP,52.84,CREDITED
IL904211,INV-52998,2025-09-27,P-1125,SH103669,BASE,284.84,GBP,56.97,PAID
IL904212,INV-52999,2026-01-31,P-1220,SH103670,BASE,201.84,GBP,40.37,PAID
IL904213,INV-53000,2026-02-17,P-1184,SH103671,BASE,37.66,GBP,7.53,OPEN
IL904214,INV-53001,2025-12-10,P-1131,SH103672,BASE,277.71,GBP,55.54,OPEN
IL904215,INV-53001,2025-12-10,P-1131,SH103672,FUEL,22.49,GBP,4.50,OPEN
IL904216,INV-53002,2026-03-11,P-1127,SH103673,BASE,193.16,GBP,38.63,OPEN
IL904217,INV-53003,2026-04-07,P-1031,SH103674,BASE,74.64,GBP,14.93,PAID
IL904218,INV-53004,2026-04-18,P-1038,SH103675,BASE,383.01,GBP,76.60,PAID
IL904219,INV-53005,2025-07-18,P-1221,SH103677,BASE,710.03,GBP,142.01,PAID
IL904220,INV-53006,2025-04-17,P-1108,SH103678,BASE,479.28,GBP,95.86,PAID
IL904221,INV-53007,2025-05-30,P-1099,SH103679,BASE,280.69,GBP,56.14,PAID
IL904222,INV-53007,2025-05-30,P-1099,SH103679,FUEL,33.62,GBP,6.72,PAID
IL904223,INV-53008,2025-10-19,P-1040,SH103680,BASE,208.17,GBP,41.63,PAID
IL904224,INV-53008,2025-10-19,P-1040,SH103680,FUEL,17.19,GBP,3.44,PAID
IL904225,INV-53009,2026-05-28,P-1086,SH103681,BASE,269.16,GBP,53.83,PAID
IL904226,INV-53009,2026-05-28,P-1086,SH103681,FUEL,23.76,GBP,4.75,PAID
IL904227,INV-53010,2026-02-12,P-1114,SH103683,BASE,794.41,GBP,158.88,PAID
IL904228,INV-53011,2026-02-27,P-1056,SH103684,BASE,133.36,GBP,26.67,VOID
IL904229,INV-53012,2025-11-22,P-1187,SH103685,BASE,39.25,GBP,7.85,PAID
IL904230,INV-53012,2025-11-22,P-1187,SH103685,FUEL,4.30,GBP,0.86,PAID
IL904231,INV-53013,2025-03-27,P-1113,SH103686,BASE,645.35,GBP,129.07,PAID
IL904232,INV-53014,2026-03-07,P-1185,SH103688,BASE,87.79,GBP,17.56,PAID
IL904233,INV-53014,2026-03-07,P-1185,SH103688,FUEL,8.46,GBP,1.69,PAID
IL904234,INV-53015,2025-11-22,P-1159,SH103690,BASE,191.76,GBP,38.35,PAID
IL904235,INV-53015,2025-11-22,P-1159,SH103690,ACCESSORIAL,51.88,GBP,10.38,PAID
IL904236,INV-53016,2025-04-27,P-1083,SH103691,BASE,465.68,GBP,93.14,PAID
IL904237,INV-53017,2026-02-05,P-1018,SH103692,BASE,590.03,EUR,118.01,PAID
IL904238,INV-53017,2026-02-05,P-1018,SH103692,FUEL,71.67,EUR,14.33,PAID
IL904239,INV-53018,2025-07-25,P-1148,SH103693,BASE,84.42,GBP,16.88,PAID
IL904240,INV-53019,2026-03-15,P-1107,SH103694,BASE,73.15,EUR,14.63,PAID
IL904241,INV-53020,2025-09-20,P-1162,SH103695,BASE,536.30,GBP,107.26,PAID
IL904242,INV-53021,2026-03-01,P-1226,SH103696,BASE,359.85,GBP,71.97,PAID
IL904243,INV-53022,2025-10-22,P-1183,SH103697,BASE,423.43,GBP,84.69,OPEN
IL904244,INV-53023,2026-02-12,P-1092,SH103698,BASE,211.24,GBP,42.25,OPEN
IL904245,INV-53024,2025-05-25,P-1043,SH103700,BASE,900.33,GBP,180.07,PAID
IL904246,INV-53025,2026-04-12,P-1142,SH103701,BASE,163.02,GBP,32.60,PAID
IL904247,INV-53026,2026-03-29,P-1213,SH103702,BASE,627.80,GBP,125.56,PAID
IL904248,INV-53027,2025-04-11,P-1007,SH103703,BASE,99.14,GBP,19.83,PAID
IL904249,INV-53027,2025-04-11,P-1007,SH103703,FUEL,10.41,GBP,2.08,PAID
IL904250,INV-53028,2025-04-06,P-1098,SH103704,BASE,54.71,GBP,10.94,PAID
IL904251,INV-53029,2026-02-10,P-1039,SH103705,BASE,218.79,GBP,43.76,PAID
IL904252,INV-53029,2026-02-10,P-1039,SH103705,FUEL,28.06,GBP,5.61,PAID
IL904253,INV-53030,2025-06-27,P-1146,SH103706,BASE,193.35,GBP,38.67,PAID
IL904254,INV-53031,2025-02-22,P-1158,SH103707,BASE,627.02,GBP,125.40,VOID
IL904255,INV-53032,2025-01-20,P-1063,SH103708,BASE,77.31,GBP,15.46,PAID
IL904256,INV-53033,2026-05-02,P-1091,SH103710,BASE,297.52,EUR,59.50,CREDITED
IL904257,INV-53034,2025-02-06,P-1082,SH103711,BASE,91.88,GBP,18.38,PAID
IL904258,INV-53035,2026-01-11,P-1156,SH103712,BASE,552.31,EUR,110.46,OPEN
IL904259,INV-53036,2025-05-16,P-1069,SH103713,BASE,244.35,GBP,48.87,PAID
IL904260,INV-53036,2025-05-16,P-1069,SH103713,FUEL,23.99,GBP,4.80,PAID
IL904261,INV-53037,2026-05-10,P-1192,SH103714,BASE,126.45,GBP,25.29,CREDITED
IL904262,INV-53037,2026-05-10,P-1192,SH103714,FUEL,11.13,GBP,2.23,CREDITED
IL904263,INV-53038,2026-02-23,P-1022,SH103716,BASE,36.47,EUR,7.29,CREDITED
IL904264,INV-53039,2025-10-27,P-1202,SH103717,BASE,534.14,GBP,106.83,CREDITED
IL904265,INV-53039,2025-10-27,P-1202,SH103717,FUEL,54.68,GBP,10.94,CREDITED
IL904266,INV-53040,2026-03-31,P-1134,SH103718,BASE,151.72,GBP,30.34,PAID
IL904267,INV-53041,2025-08-15,P-1078,SH103720,BASE,258.14,GBP,51.63,OPEN
IL904268,INV-53041,2025-08-15,P-1078,SH103720,FUEL,35.65,GBP,7.13,OPEN
IL904269,INV-53042,2026-02-11,P-1035,SH103721,BASE,137.64,GBP,27.53,PAID
IL904270,INV-53043,2025-02-07,P-1125,SH103722,BASE,43.80,GBP,8.76,OPEN
IL904271,INV-53043,2025-02-07,P-1125,SH103722,ACCESSORIAL,46.02,GBP,9.20,OPEN
IL904272,INV-53044,2025-01-16,P-1240,SH103723,BASE,794.01,GBP,158.80,VOID
IL904273,INV-53044,2025-01-16,P-1240,SH103723,FUEL,66.36,GBP,13.27,VOID
IL904274,INV-53045,2026-03-12,P-1174,SH103724,BASE,319.05,GBP,63.81,PAID
IL904275,INV-53046,2026-03-29,P-1009,SH103725,BASE,94.71,GBP,18.94,PAID
IL904276,INV-53047,2026-02-24,P-1017,SH103726,BASE,70.39,GBP,14.08,PAID
IL904277,INV-53048,2025-03-24,P-1067,SH103727,BASE,163.32,EUR,32.66,OPEN
IL904278,INV-53049,2025-08-01,P-1037,SH103729,BASE,197.39,GBP,39.48,PAID
IL904279,INV-53049,2025-08-01,P-1037,SH103729,ACCESSORIAL,36.22,GBP,7.24,PAID
IL904280,INV-53050,2025-06-18,P-1238,SH103730,BASE,520.73,GBP,104.15,OPEN
IL904281,INV-53051,2025-05-20,P-1200,SH103731,BASE,641.25,GBP,128.25,PAID
IL904282,INV-53052,2025-09-15,P-1008,SH103732,BASE,231.64,GBP,46.33,PAID
IL904283,INV-53052,2025-09-15,P-1008,SH103732,FUEL,30.96,GBP,6.19,PAID
IL904284,INV-53052,2025-09-15,P-1008,SH103732,ACCESSORIAL,33.49,GBP,6.70,PAID
IL904285,INV-53053,2025-10-24,P-1184,SH103734,BASE,627.94,GBP,125.59,OPEN
IL904286,INV-53053,2025-10-24,P-1184,SH103734,FUEL,40.65,GBP,8.13,OPEN
IL904287,INV-53054,2025-08-14,P-1040,SH103735,BASE,320.72,GBP,64.14,PAID
IL904288,INV-53054,2025-08-14,P-1040,SH103735,FUEL,21.13,GBP,4.23,PAID
IL904289,INV-53055,2025-06-14,P-1168,SH103737,BASE,416.06,GBP,83.21,PAID
IL904290,INV-53056,2025-09-21,P-1044,SH103738,BASE,746.27,GBP,149.25,PAID
IL904291,INV-53057,2025-08-19,P-1007,SH103740,BASE,226.89,GBP,45.38,PAID
IL904292,INV-53058,2026-03-22,P-1126,SH103741,BASE,216.68,GBP,43.34,OPEN
IL904293,INV-53059,2025-08-29,P-1159,SH103742,BASE,619.23,GBP,123.85,PAID
IL904294,INV-53060,2025-10-29,P-1133,SH103743,BASE,34.35,GBP,6.87,OPEN
IL904295,INV-53061,2025-01-05,P-1041,SH103744,BASE,509.52,GBP,101.90,CREDITED
IL904296,INV-53062,2026-02-24,P-1236,SH103745,BASE,66.73,GBP,13.35,PAID
IL904297,INV-53062,2026-02-24,P-1236,SH103745,FUEL,7.29,GBP,1.46,PAID
IL904298,INV-53063,2026-01-24,P-1143,SH103746,BASE,236.58,GBP,47.32,CREDITED
IL904299,INV-53064,2025-02-09,P-1113,SH103747,BASE,177.11,GBP,35.42,PAID
IL904300,INV-53065,2025-05-07,P-1028,SH103748,BASE,209.46,GBP,41.89,OPEN
IL904301,INV-53066,2025-05-29,P-1141,SH103749,BASE,355.56,GBP,71.11,OPEN
IL904302,INV-53067,2026-03-31,P-1075,SH103750,BASE,529.85,GBP,105.97,PAID
IL904303,INV-53068,2025-08-21,P-1133,SH103752,BASE,143.57,GBP,28.71,PAID
IL904304,INV-53069,2025-12-07,P-1047,SH103753,BASE,367.06,GBP,73.41,CREDITED
IL904305,INV-53069,2025-12-07,P-1047,SH103753,FUEL,22.08,GBP,4.42,CREDITED
IL904306,INV-53070,2025-09-02,P-1095,SH103754,BASE,283.72,GBP,56.74,PAID
IL904307,INV-53070,2025-09-02,P-1095,SH103754,FUEL,23.70,GBP,4.74,PAID
IL904308,INV-53071,2025-04-29,P-1099,SH103755,BASE,611.91,GBP,122.38,PAID
IL904309,INV-53072,2026-05-10,P-1076,SH103756,BASE,379.58,GBP,75.92,OPEN
IL904310,INV-53072,2026-05-10,P-1076,SH103756,FUEL,42.59,GBP,8.52,OPEN
IL904311,INV-53073,2025-05-05,P-1164,SH103757,BASE,466.13,EUR,93.23,VOID
IL904312,INV-53074,2026-05-11,P-1062,SH103760,BASE,326.12,GBP,65.22,PAID
IL904313,INV-53074,2026-05-11,P-1062,SH103760,FUEL,30.62,GBP,6.12,PAID
IL904314,INV-53075,2026-02-11,P-1140,SH103762,BASE,56.33,GBP,11.27,PAID
IL904315,INV-53076,2025-10-05,P-1049,SH103763,BASE,348.46,GBP,69.69,PAID
IL904316,INV-53077,2025-07-09,P-1043,SH103764,BASE,130.07,GBP,26.01,PAID
IL904317,INV-53078,2025-10-02,P-1156,SH103765,BASE,648.71,GBP,129.74,PAID
IL904318,INV-53079,2026-04-28,P-1040,SH103766,BASE,260.88,GBP,52.18,PAID
IL904319,INV-53079,2026-04-28,P-1040,SH103766,FUEL,18.13,GBP,3.63,PAID
IL904320,INV-53080,2025-08-09,P-1213,SH103767,BASE,202.00,GBP,40.40,PAID
IL904321,INV-53081,2026-03-19,P-1091,SH103768,BASE,131.27,GBP,26.25,PAID
